period,series,region,index_value,indexed_to_2012_base,raw_value,unit,source_tier,source_url,source_retrieved_at
2020-Q2,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),131.9,130.9,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2020-Q2,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),143.2,142.1,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2020-Q2,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),147.2,146,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2020-Q3,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),132.3,131.3,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2020-Q3,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),144.3,143.2,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2020-Q3,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),148.6,147.4,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2020-Q4,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),134.7,133.6,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2020-Q4,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),148.7,147.5,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2020-Q4,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),153.8,152.6,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2020-S1,"Average weekly total earnings, all employees",Australia,,123.9,1304.7,AUD per week,primary,"https://data.api.abs.gov.au/rest/data/ABS,AWE,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2020-S2,"Average weekly total earnings, all employees",Australia,,121.6,1280.3,AUD per week,primary,"https://data.api.abs.gov.au/rest/data/ABS,AWE,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-Q1,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),138.3,137.2,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-Q1,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),156.7,155.5,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-Q1,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),163.7,162.4,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-Q2,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),144.2,143.1,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-Q2,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),167.2,165.9,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-Q2,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),176.3,174.9,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-Q3,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),148.7,147.5,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-Q3,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),175.6,174.2,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-Q3,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),186.3,184.8,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-Q4,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),153.5,152.3,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-Q4,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),183.9,182.4,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-Q4,"Residential property price index (weighted average, 8 capital cities)",Australia (8 capitals),196.1,194.5,,Index,primary,"https://data.api.abs.gov.au/rest/data/ABS,RPPI,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-S1,"Average weekly total earnings, all employees",Australia,,124,1305.8,AUD per week,primary,"https://data.api.abs.gov.au/rest/data/ABS,AWE,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2021-S2,"Average weekly total earnings, all employees",Australia,,126.2,1328.9,AUD per week,primary,"https://data.api.abs.gov.au/rest/data/ABS,AWE,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2022-S1,"Average weekly total earnings, all employees",Australia,,127.7,1344.7,AUD per week,primary,"https://data.api.abs.gov.au/rest/data/ABS,AWE,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2022-S2,"Average weekly total earnings, all employees",Australia,,130.9,1378.6,AUD per week,primary,"https://data.api.abs.gov.au/rest/data/ABS,AWE,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2023-S1,"Average weekly total earnings, all employees",Australia,,132.8,1399.1,AUD per week,primary,"https://data.api.abs.gov.au/rest/data/ABS,AWE,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2023-S2,"Average weekly total earnings, all employees",Australia,,136,1432.6,AUD per week,primary,"https://data.api.abs.gov.au/rest/data/ABS,AWE,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2024-S1,"Average weekly total earnings, all employees",Australia,,140.6,1480.9,AUD per week,primary,"https://data.api.abs.gov.au/rest/data/ABS,AWE,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2024-S2,"Average weekly total earnings, all employees",Australia,,143.5,1510.9,AUD per week,primary,"https://data.api.abs.gov.au/rest/data/ABS,AWE,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2025-S1,"Average weekly total earnings, all employees",Australia,,146.4,1542.3,AUD per week,primary,"https://data.api.abs.gov.au/rest/data/ABS,AWE,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2025-S2,"Average weekly total earnings, all employees",Australia,,148.3,1562.4,AUD per week,primary,"https://data.api.abs.gov.au/rest/data/ABS,AWE,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
2026-S1,"Average weekly total earnings, all employees",Australia,,149.9,1579.2,AUD per week,primary,"https://data.api.abs.gov.au/rest/data/ABS,AWE,1.0.0/all?startPeriod=2012&format=csv",2026-08-25T13:36:12.690Z
