period,data_item,data_item_code,measure,measure_code,seasonal_adjustment,value,unit,source_tier,source_url,source_retrieved_at
2011-Q2,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,490735,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q2,Gross domestic product,GPM,Chain volume measures,M1,Original,492605,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q2,Gross domestic product,GPM,Chain volume measures,M1,Trend,490954,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,1.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,6.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,21977,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,21968,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,22053,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,5.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q3,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,497577,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q3,Gross domestic product,GPM,Chain volume measures,M1,Original,495818,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q3,Gross domestic product,GPM,Chain volume measures,M1,Trend,496894,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,1.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,1.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,0.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,22152,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,22183,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,22105,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,0.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q4,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,503106,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q4,Gross domestic product,GPM,Chain volume measures,M1,Original,522602,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q4,Gross domestic product,GPM,Chain volume measures,M1,Trend,503180,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,1.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,1.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,5.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,22336,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,22333,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,23207,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2011-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q1,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,508343,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q1,Gross domestic product,GPM,Chain volume measures,M1,Original,486751,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q1,Gross domestic product,GPM,Chain volume measures,M1,Trend,508145,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,-6.9,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,22456,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,22466,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,21502,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.6,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,-7.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q2,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,511992,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q2,Gross domestic product,GPM,Chain volume measures,M1,Original,515848,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q2,Gross domestic product,GPM,Chain volume measures,M1,Trend,512010,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,6,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,22525,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,22523,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,22694,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,5.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q3,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,515130,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q3,Gross domestic product,GPM,Chain volume measures,M1,Original,514428,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q3,Gross domestic product,GPM,Chain volume measures,M1,Trend,515069,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.6,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.6,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,-0.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,22559,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,22562,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,22532,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,-0.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q4,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,517406,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q4,Gross domestic product,GPM,Chain volume measures,M1,Original,537399,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q4,Gross domestic product,GPM,Chain volume measures,M1,Trend,517485,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,4.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,22566,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,22561,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,23442,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2012-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q1,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,520081,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q1,Gross domestic product,GPM,Chain volume measures,M1,Original,497682,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q1,Gross domestic product,GPM,Chain volume measures,M1,Trend,519816,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,-7.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,22571,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,22584,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,21601,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,-7.9,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q2,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,522048,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q2,Gross domestic product,GPM,Chain volume measures,M1,Original,525156,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q2,Gross domestic product,GPM,Chain volume measures,M1,Trend,522623,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,5.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,22599,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,22573,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,22709,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,5.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q3,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,526346,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q3,Gross domestic product,GPM,Chain volume measures,M1,Original,525467,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q3,Gross domestic product,GPM,Chain volume measures,M1,Trend,526289,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2013-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
