period,data_item,data_item_code,measure,measure_code,seasonal_adjustment,value,unit,source_tier,source_url,source_retrieved_at
2004-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,1.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,20400,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,20391,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,20339,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q4,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,410742,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q4,Gross domestic product,GPM,Chain volume measures,M1,Original,429533,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q4,Gross domestic product,GPM,Chain volume measures,M1,Trend,410724,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,5.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,20485,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,20487,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,21430,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,5.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2004-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q1,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,414115,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q1,Gross domestic product,GPM,Chain volume measures,M1,Original,398174,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q1,Gross domestic product,GPM,Chain volume measures,M1,Trend,413620,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,-7.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,20566,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,20590,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,19786,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,-7.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q2,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,415961,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q2,Gross domestic product,GPM,Chain volume measures,M1,Original,414206,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q2,Gross domestic product,GPM,Chain volume measures,M1,Trend,416912,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,20662,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,20615,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,20531,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,3.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q3,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,420475,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q3,Gross domestic product,GPM,Chain volume measures,M1,Original,419029,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q3,Gross domestic product,GPM,Chain volume measures,M1,Trend,420329,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,1.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,1.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,20761,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,20769,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,20701,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q4,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,424018,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q4,Gross domestic product,GPM,Chain volume measures,M1,Original,442959,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q4,Gross domestic product,GPM,Chain volume measures,M1,Trend,422787,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.6,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,5.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,20814,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,20872,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,21811,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,5.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2005-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q1,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,424302,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q1,Gross domestic product,GPM,Chain volume measures,M1,Original,407931,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q1,Gross domestic product,GPM,Chain volume measures,M1,Trend,424464,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,-7.9,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,20825,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,20815,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,20001,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,-0.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,-8.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q2,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,425319,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q2,Gross domestic product,GPM,Chain volume measures,M1,Original,424196,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q2,Gross domestic product,GPM,Chain volume measures,M1,Trend,426792,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,20863,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,20796,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,20745,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,-0.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,3.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q3,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,431834,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q3,Gross domestic product,GPM,Chain volume measures,M1,Original,432272,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q3,Gross domestic product,GPM,Chain volume measures,M1,Trend,431368,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,1.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,1.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,1.9,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,21001,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,21022,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,21046,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,1.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,1.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q4,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,437260,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q4,Gross domestic product,GPM,Chain volume measures,M1,Original,455280,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q4,Gross domestic product,GPM,Chain volume measures,M1,Trend,437162,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,1.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,1.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,5.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,21188,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,21194,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2006-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,22074,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
