year,country_iso3,country_name,country_role,indicator,indicator_code,value,measure_note,source_tier,source_url,source_retrieved_at
1995,SOM,Somalia,origin,net_migration,SM.POP.NETM,65888,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1996,SOM,Somalia,origin,net_migration,SM.POP.NETM,-46291,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1997,SOM,Somalia,origin,net_migration,SM.POP.NETM,49692,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1998,SOM,Somalia,origin,net_migration,SM.POP.NETM,55426,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1999,SOM,Somalia,origin,net_migration,SM.POP.NETM,37548,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,SOM,Somalia,origin,net_migration,SM.POP.NETM,53580,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2001,SOM,Somalia,origin,net_migration,SM.POP.NETM,40274,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2002,SOM,Somalia,origin,net_migration,SM.POP.NETM,12603,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2003,SOM,Somalia,origin,net_migration,SM.POP.NETM,33174,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2004,SOM,Somalia,origin,net_migration,SM.POP.NETM,17353,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,SOM,Somalia,origin,net_migration,SM.POP.NETM,-5955,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2006,SOM,Somalia,origin,net_migration,SM.POP.NETM,-67200,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2007,SOM,Somalia,origin,net_migration,SM.POP.NETM,8476,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2008,SOM,Somalia,origin,net_migration,SM.POP.NETM,-102035,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2009,SOM,Somalia,origin,net_migration,SM.POP.NETM,-101795,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,SOM,Somalia,origin,net_migration,SM.POP.NETM,-88448,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2011,SOM,Somalia,origin,net_migration,SM.POP.NETM,-326192,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2012,SOM,Somalia,origin,net_migration,SM.POP.NETM,-51833,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2013,SOM,Somalia,origin,net_migration,SM.POP.NETM,20723,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2014,SOM,Somalia,origin,net_migration,SM.POP.NETM,6065,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,SOM,Somalia,origin,net_migration,SM.POP.NETM,-17178,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2016,SOM,Somalia,origin,net_migration,SM.POP.NETM,124017,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2017,SOM,Somalia,origin,net_migration,SM.POP.NETM,38067,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2018,SOM,Somalia,origin,net_migration,SM.POP.NETM,40844,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2019,SOM,Somalia,origin,net_migration,SM.POP.NETM,53124,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,SOM,Somalia,origin,net_migration,SM.POP.NETM,77259,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2021,SOM,Somalia,origin,net_migration,SM.POP.NETM,35506,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2022,SOM,Somalia,origin,net_migration,SM.POP.NETM,-92434,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2023,SOM,Somalia,origin,net_migration,SM.POP.NETM,46217,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,SOM,Somalia,origin,net_migration,SM.POP.NETM,26859,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/SOM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-51147,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1996,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-48235,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1997,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,52382,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1998,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,106091,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1999,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-15010,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-144298,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2001,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-177586,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2002,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-193766,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2003,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-216062,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2004,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-220458,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-208337,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2006,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,482399,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2007,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,523784,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2008,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,571113,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2009,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-18560,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-4443,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2011,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-4602,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2012,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-4851,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2013,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-4979,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2014,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-4894,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-4888,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2016,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,167652,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2017,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,139245,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2018,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,96650,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2019,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-2051,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-6457,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2021,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-5418,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2022,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-78977,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2023,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-81789,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,VNM,Viet Nam,origin,net_migration,SM.POP.NETM,-59645,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/VNM/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
